663
2	5
2	15
2	25
2	35
2	45
2	55
2	65
2	75
2	85
2	95
2	105
2	115
2	125
2	135
2	145
2	155
2	165
2	175
2	185
2	195
2	205
2	215
2	225
2	235
2	245
2	255
2	265
2	275
2	285
2	295
2	305
2	315
2	325
2	335
2	345
2	355
2	365
2	375
2	385
2	395
2	405
2	415
2	425
2	435
2	445
2	455
2	465
2	475
2	485
2	495
2	505
7	5
7	15
7	25
7	35
7	45
7	55
7	65
7	75
7	85
7	95
7	105
7	115
7	125
7	135
7	145
7	155
7	165
7	175
7	185
7	195
7	205
7	215
7	225
7	235
7	245
7	255
7	265
7	275
7	285
7	295
7	305
7	315
7	325
7	335
7	345
7	355
7	365
7	375
7	385
7	395
7	405
7	415
7	425
7	435
7	445
7	455
7	465
7	475
7	485
7	495
7	505
12	5
12	15
12	25
12	35
12	45
12	55
12	65
12	75
12	85
12	95
12	105
12	115
12	125
12	135
12	145
12	155
12	165
12	175
12	185
12	195
12	205
12	215
12	225
12	235
12	245
12	255
12	265
12	275
12	285
12	295
12	305
12	315
12	325
12	335
12	345
12	355
12	365
12	375
12	385
12	395
12	405
12	415
12	425
12	435
12	445
12	455
12	465
12	475
12	485
12	495
12	505
17	5
17	15
17	25
17	35
17	45
17	55
17	65
17	75
17	85
17	95
17	105
17	115
17	125
17	135
17	145
17	155
17	165
17	175
17	185
17	195
17	205
17	215
17	225
17	235
17	245
17	255
17	265
17	275
17	285
17	295
17	305
17	315
17	325
17	335
17	345
17	355
17	365
17	375
17	385
17	395
17	405
17	415
17	425
17	435
17	445
17	455
17	465
17	475
17	485
17	495
17	505
22	5
22	15
22	25
22	35
22	45
22	55
22	65
22	75
22	85
22	95
22	105
22	115
22	125
22	135
22	145
22	155
22	165
22	175
22	185
22	195
22	205
22	215
22	225
22	235
22	245
22	255
22	265
22	275
22	285
22	295
22	305
22	315
22	325
22	335
22	345
22	355
22	365
22	375
22	385
22	395
22	405
22	415
22	425
22	435
22	445
22	455
22	465
22	475
22	485
22	495
22	505
27	5
27	15
27	25
27	35
27	45
27	55
27	65
27	75
27	85
27	95
27	105
27	115
27	125
27	135
27	145
27	155
27	165
27	175
27	185
27	195
27	205
27	215
27	225
27	235
27	245
27	255
27	265
27	275
27	285
27	295
27	305
27	315
27	325
27	335
27	345
27	355
27	365
27	375
27	385
27	395
27	405
27	415
27	425
27	435
27	445
27	455
27	465
27	475
27	485
27	495
27	505
32	5
32	15
32	25
32	35
32	45
32	55
32	65
32	75
32	85
32	95
32	105
32	115
32	125
32	135
32	145
32	155
32	165
32	175
32	185
32	195
32	205
32	215
32	225
32	235
32	245
32	255
32	265
32	275
32	285
32	295
32	305
32	315
32	325
32	335
32	345
32	355
32	365
32	375
32	385
32	395
32	405
32	415
32	425
32	435
32	445
32	455
32	465
32	475
32	485
32	495
32	505
37	5
37	15
37	25
37	35
37	45
37	55
37	65
37	75
37	85
37	95
37	105
37	115
37	125
37	135
37	145
37	155
37	165
37	175
37	185
37	195
37	205
37	215
37	225
37	235
37	245
37	255
37	265
37	275
37	285
37	295
37	305
37	315
37	325
37	335
37	345
37	355
37	365
37	375
37	385
37	395
37	405
37	415
37	425
37	435
37	445
37	455
37	465
37	475
37	485
37	495
37	505
42	5
42	15
42	25
42	35
42	45
42	55
42	65
42	75
42	85
42	95
42	105
42	115
42	125
42	135
42	145
42	155
42	165
42	175
42	185
42	195
42	205
42	215
42	225
42	235
42	245
42	255
42	265
42	275
42	285
42	295
42	305
42	315
42	325
42	335
42	345
42	355
42	365
42	375
42	385
42	395
42	405
42	415
42	425
42	435
42	445
42	455
42	465
42	475
42	485
42	495
42	505
47	5
47	15
47	25
47	35
47	45
47	55
47	65
47	75
47	85
47	95
47	105
47	115
47	125
47	135
47	145
47	155
47	165
47	175
47	185
47	195
47	205
47	215
47	225
47	235
47	245
47	255
47	265
47	275
47	285
47	295
47	305
47	315
47	325
47	335
47	345
47	355
47	365
47	375
47	385
47	395
47	405
47	415
47	425
47	435
47	445
47	455
47	465
47	475
47	485
47	495
47	505
52	5
52	15
52	25
52	35
52	45
52	55
52	65
52	75
52	85
52	95
52	105
52	115
52	125
52	135
52	145
52	155
52	165
52	175
52	185
52	195
52	205
52	215
52	225
52	235
52	245
52	255
52	265
52	275
52	285
52	295
52	305
52	315
52	325
52	335
52	345
52	355
52	365
52	375
52	385
52	395
52	405
52	415
52	425
52	435
52	445
52	455
52	465
52	475
52	485
52	495
52	505
57	5
57	15
57	25
57	35
57	45
57	55
57	65
57	75
57	85
57	95
57	105
57	115
57	125
57	135
57	145
57	155
57	165
57	175
57	185
57	195
57	205
57	215
57	225
57	235
57	245
57	255
57	265
57	275
57	285
57	295
57	305
57	315
57	325
57	335
57	345
57	355
57	365
57	375
57	385
57	395
57	405
57	415
57	425
57	435
57	445
57	455
57	465
57	475
57	485
57	495
57	505
62	5
62	15
62	25
62	35
62	45
62	55
62	65
62	75
62	85
62	95
62	105
62	115
62	125
62	135
62	145
62	155
62	165
62	175
62	185
62	195
62	205
62	215
62	225
62	235
62	245
62	255
62	265
62	275
62	285
62	295
62	305
62	315
62	325
62	335
62	345
62	355
62	365
62	375
62	385
62	395
62	405
62	415
62	425
62	435
62	445
62	455
62	465
62	475
62	485
62	495
62	505
